Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,24,CS,93.88,85.60,46.10,88.14,58.36,2.42,66.15,73.62,A,17.50,No,Yes,N/A,High,5,7
Female,20,Engineering,82.13,98.77,53.24,56.25,84.24,1.98,97.77,59.48,F,10.40,No,No,N/A,Medium,9,5
Female,18,CS,94.50,65.87,85.98,59.58,66.79,6.93,76.66,52.23,A,26.50,No,Yes,Bachelor's,Medium,10,9
Female,19,CS,76.77,44.03,62.13,77.92,72.60,0.44,73.10,68.69,B,19.80,Yes,Yes,N/A,High,5,7
Male,21,Engineering,63.86,67.65,49.95,75.04,66.66,4.63,75.17,51.25,F,7.10,No,Yes,High School,Medium,5,5
Male,24,Mathematics,94.00,42.79,70.20,63.32,73.70,0.01,99.81,78.13,A,8.50,No,Yes,None,Medium,2,8
Male,18,CS,75.43,57.66,79.13,70.42,81.08,5.54,82.68,53.62,C,9.90,No,Yes,Bachelor's,Low,3,6
Female,23,Engineering,95.31,75.21,42.69,51.75,91.92,4.62,85.17,71.88,B,20.70,Yes,No,None,High,6,7
Female,19,Mathematics,52.01,58.58,57.50,51.85,74.17,9.15,65.68,99.01,D,7.60,No,No,High School,Medium,4,8
Male,22,Business,69.88,81.12,88.57,54.75,66.16,7.20,73.58,50.49,D,6.10,No,No,Master's,Medium,3,6
Male,21,Engineering,97.39,89.32,71.21,74.81,74.40,1.26,59.20,68.34,A,23.20,No,Yes,None,Low,5,7
Female,24,Business,62.48,65.23,42.12,93.19,84.44,3.55,84.26,83.66,C,17.00,No,Yes,Bachelor's,Medium,9,4
Male,23,CS,75.43,94.01,56.92,63.01,67.34,9.32,67.22,57.95,C,26.20,Yes,Yes,None,Medium,3,5
Male,24,Engineering,97.70,44.79,78.35,51.70,70.71,7.25,87.41,78.04,A,24.80,Yes,Yes,High School,Low,7,5
Female,24,CS,94.11,90.41,51.96,74.81,78.14,5.94,60.66,62.91,A,11.80,No,Yes,None,High,9,7
Female,23,CS,78.18,89.71,89.64,92.77,64.70,5.59,70.18,61.14,A,9.80,No,Yes,Master's,High,4,5
Female,22,Engineering,82.35,59.32,80.59,56.91,60.45,3.98,73.56,94.75,B,17.90,Yes,Yes,N/A,Low,7,8
Male,23,CS,75.43,57.92,68.28,69.29,57.02,5.85,58.33,60.16,F,7.00,No,Yes,N/A,Low,7,8
Female,19,Engineering,88.79,58.31,94.94,57.94,67.63,7.72,53.48,68.83,A,20.80,No,No,PhD,Low,3,8
Male,24,Engineering,81.50,88.68,63.51,74.81,52.42,1.28,65.85,58.48,C,5.30,Yes,Yes,N/A,Medium,1,5
Male,22,Engineering,99.11,89.90,54.10,82.41,79.17,9.70,77.24,64.19,A,25.10,Yes,Yes,High School,Medium,4,7
Female,24,CS,84.28,59.78,79.68,98.38,58.80,2.39,82.63,64.66,B,27.30,No,No,Master's,Medium,9,7
Male,23,CS,98.77,75.56,74.40,83.91,68.87,4.48,71.26,66.34,B,29.90,No,No,Bachelor's,Low,10,6
Female,22,Engineering,52.87,48.34,60.11,99.24,63.46,0.23,75.01,82.05,D,13.60,Yes,Yes,Master's,Low,7,5
Female,22,Mathematics,56.95,68.13,60.62,71.72,81.52,5.50,77.16,87.13,F,19.00,No,Yes,N/A,Medium,10,8
Male,18,CS,72.57,99.93,63.89,94.89,92.52,3.82,75.60,75.53,A,26.60,Yes,Yes,High School,High,6,6
Male,18,CS,69.24,49.53,57.47,60.25,81.67,2.50,54.52,80.52,A,16.60,Yes,No,PhD,High,5,5
Female,18,Business,89.14,96.85,82.61,74.81,77.13,9.86,70.25,90.66,B,13.20,No,Yes,Bachelor's,Medium,10,7
Female,23,CS,58.03,89.46,79.08,85.13,83.45,4.28,60.22,99.98,C,6.20,No,Yes,High School,Low,10,7
Female,21,Business,98.80,98.33,66.45,68.57,51.50,4.14,76.69,72.83,A,14.90,No,Yes,High School,Low,1,8
Female,19,Engineering,65.75,50.77,63.87,74.81,56.14,4.63,87.90,96.82,C,7.00,No,Yes,High School,Medium,4,4
Female,23,Engineering,75.43,52.81,61.90,83.56,54.75,1.16,78.97,74.52,A,14.10,Yes,Yes,None,Low,3,5
Female,24,CS,63.74,41.01,57.01,66.67,54.91,3.93,61.09,89.10,F,13.60,No,Yes,N/A,Low,3,8
Male,18,CS,78.97,83.48,45.14,78.63,63.02,3.36,60.39,78.66,C,21.20,No,Yes,PhD,High,1,7
Male,22,CS,52.93,78.65,56.09,64.97,76.60,4.65,51.85,94.20,C,14.20,No,Yes,PhD,Low,3,8
Male,23,Business,75.43,50.68,59.27,89.19,55.73,8.57,71.32,72.44,B,14.60,No,No,Bachelor's,High,10,6
Male,22,Business,87.29,87.47,72.86,65.62,96.76,1.93,71.64,84.79,A,12.20,Yes,Yes,None,Low,10,6
Female,24,Engineering,59.33,57.95,86.43,76.75,92.71,6.08,61.82,73.32,D,20.20,No,Yes,Master's,Low,8,6
Male,22,Business,61.78,48.10,63.74,74.81,98.58,0.38,88.21,92.85,C,14.70,No,Yes,PhD,Medium,4,8
Male,22,CS,75.43,65.35,96.69,89.59,52.13,3.17,69.32,99.72,A,28.70,Yes,Yes,Master's,Low,7,7
Female,20,Engineering,75.43,45.46,89.64,81.02,92.57,4.73,83.47,62.17,D,27.30,No,Yes,N/A,High,2,6
Male,21,Engineering,71.87,55.79,99.09,59.61,90.19,0.74,82.00,73.72,A,10.90,Yes,Yes,High School,Medium,7,5
Female,19,Business,75.43,62.28,92.57,60.77,95.11,5.44,80.24,54.06,B,15.10,No,Yes,High School,Medium,6,4
Female,19,CS,67.34,91.11,77.00,74.81,76.40,3.10,95.40,57.05,A,20.90,No,Yes,PhD,Medium,8,5
Female,18,Engineering,84.95,87.55,75.91,78.83,89.39,9.93,50.79,96.46,F,5.40,No,Yes,High School,High,8,5
Female,20,Business,54.51,66.57,47.77,77.42,52.56,6.31,53.40,77.18,C,10.70,Yes,No,None,High,8,7
Female,23,Engineering,94.42,83.47,83.34,63.69,53.79,2.44,86.11,69.76,A,12.10,No,No,High School,Medium,10,8
Male,23,CS,95.47,74.12,76.01,84.70,55.93,1.03,67.68,83.57,A,15.10,No,Yes,N/A,High,4,6
Male,19,Engineering,55.25,60.45,70.42,94.45,95.74,0.41,99.33,78.01,C,27.20,Yes,Yes,None,Medium,9,6
Male,21,CS,99.54,83.55,81.60,52.18,53.06,0.91,60.82,64.44,B,7.40,No,Yes,N/A,Medium,8,5
Female,22,Engineering,64.88,81.01,66.64,70.86,55.01,6.80,59.17,61.33,A,6.60,Yes,Yes,High School,Low,4,9
Male,24,Mathematics,75.43,77.15,71.43,79.68,96.52,8.55,79.41,79.51,F,21.60,No,Yes,None,Low,2,8
Male,18,Engineering,50.25,77.08,63.90,74.81,55.37,1.57,63.97,59.41,F,14.10,Yes,Yes,High School,Medium,1,6
Male,21,Engineering,70.43,80.98,83.04,50.98,93.49,4.02,67.02,56.96,D,9.40,Yes,Yes,None,Low,2,5
Male,19,Engineering,81.49,63.07,92.60,60.53,89.46,3.54,96.05,65.92,D,22.50,Yes,Yes,Master's,Medium,5,8
Female,20,CS,75.43,92.14,90.45,53.09,52.01,6.45,51.31,93.07,D,11.10,Yes,Yes,None,Medium,5,5
Male,18,CS,91.84,49.74,87.16,78.45,51.09,1.83,76.56,51.84,A,19.10,No,Yes,Master's,Low,10,7
Female,19,Mathematics,85.83,93.03,40.83,82.27,76.72,9.53,66.74,91.66,A,15.20,Yes,Yes,High School,Medium,2,6
Female,23,Engineering,67.51,60.54,94.71,57.99,99.86,7.29,67.30,81.05,A,14.00,No,No,None,Medium,4,8
Male,18,CS,86.72,47.50,56.49,66.65,93.94,9.55,62.39,52.02,A,23.00,Yes,Yes,PhD,Low,8,7
Female,19,CS,97.02,76.00,93.28,66.49,65.50,2.77,56.74,80.10,A,20.30,No,Yes,N/A,Low,1,5
Female,23,Engineering,54.65,62.56,51.82,90.99,69.32,5.88,51.72,71.30,C,17.80,Yes,Yes,None,Low,2,4
Female,24,Business,75.43,88.93,66.38,59.73,69.40,7.32,99.38,92.06,C,8.20,No,Yes,None,Medium,2,5
Female,23,Business,73.17,65.85,84.96,77.42,86.71,7.11,83.02,95.36,D,19.60,Yes,Yes,Bachelor's,Medium,5,6
Female,22,CS,74.90,80.11,78.42,89.15,67.06,0.21,88.86,64.32,A,22.30,No,Yes,PhD,Low,2,8
Female,20,Mathematics,77.11,58.50,64.96,91.48,57.39,9.98,53.25,89.21,C,25.40,No,Yes,N/A,Low,8,5
Female,22,Engineering,65.03,52.57,80.72,83.33,87.36,9.28,50.74,65.49,B,12.50,No,Yes,None,Low,3,5
Male,19,Engineering,75.43,63.28,72.94,64.98,72.90,1.20,80.01,64.78,D,11.60,No,No,N/A,High,3,6
Male,24,Engineering,82.25,76.41,56.54,91.15,53.84,5.44,86.19,59.63,A,23.70,No,Yes,N/A,Medium,8,4
Female,21,CS,78.89,79.42,78.78,74.81,89.50,3.15,69.74,83.92,B,16.70,Yes,Yes,None,Medium,1,8
Female,24,Mathematics,75.43,74.69,52.25,85.22,79.27,8.79,69.39,63.08,F,15.10,Yes,Yes,None,Medium,4,4
Male,24,CS,73.85,99.28,81.64,53.37,74.47,6.98,69.22,73.24,A,9.00,No,Yes,None,Medium,7,8
Male,24,CS,67.81,81.47,40.19,52.16,83.67,2.24,57.64,90.61,B,15.90,Yes,Yes,Master's,High,5,5
Male,22,Business,74.55,95.89,72.93,84.77,75.27,0.34,87.70,89.60,F,23.20,No,Yes,Bachelor's,High,3,6
Male,21,Engineering,96.09,47.08,64.06,97.24,82.42,2.92,60.76,92.77,A,16.30,No,Yes,PhD,Medium,8,6
Female,23,Business,74.03,43.68,58.19,88.69,93.37,0.38,66.22,58.05,A,26.80,No,Yes,Master's,Low,5,5
Female,19,Engineering,50.70,58.66,70.94,91.57,80.68,1.41,83.56,79.34,D,5.10,No,Yes,None,Medium,6,5
Male,20,CS,71.94,48.20,78.72,77.25,82.98,6.36,50.01,95.74,C,9.50,No,No,PhD,Medium,1,9
Male,21,Mathematics,91.03,71.55,97.92,65.23,80.69,7.45,88.31,52.10,A,20.40,No,Yes,Master's,Low,3,6
Male,19,CS,89.00,71.14,89.98,74.81,76.56,4.68,94.95,89.73,A,21.80,No,Yes,Bachelor's,Medium,10,5
Male,21,Business,75.67,74.50,83.03,85.60,58.60,6.00,52.58,62.31,B,11.90,No,No,Master's,Low,4,5
Female,22,CS,75.43,84.71,68.74,83.77,66.78,1.56,79.58,83.48,F,28.50,No,Yes,High School,Low,10,8
Male,19,Business,73.25,98.28,63.53,97.34,84.66,3.17,70.42,85.87,F,13.30,No,Yes,None,Low,10,6
Male,22,CS,78.19,92.70,41.95,68.36,71.27,7.13,53.92,96.28,B,15.30,Yes,No,Master's,Medium,4,5
Male,18,Engineering,99.99,47.10,61.55,51.98,70.31,3.65,84.11,75.44,A,29.40,No,Yes,N/A,Low,5,6
Female,19,Business,82.21,60.31,90.90,95.42,87.96,3.49,80.62,92.41,A,17.00,No,Yes,None,High,9,5
Female,21,Engineering,84.71,55.35,63.04,74.81,50.28,1.94,82.13,52.27,C,20.30,Yes,Yes,High School,Low,4,6
Female,18,Business,74.57,50.61,67.70,84.87,83.95,5.95,90.67,71.03,C,18.50,No,Yes,High School,Low,7,8
Male,22,Business,75.43,72.68,56.31,93.66,74.46,8.10,64.35,71.98,A,9.40,Yes,Yes,Master's,High,8,6
Male,22,Business,90.65,73.20,56.45,65.51,68.84,4.69,83.85,76.91,A,29.80,Yes,Yes,N/A,Medium,7,7
Male,21,Mathematics,74.75,53.63,43.71,74.81,67.03,1.16,87.17,74.07,B,6.50,No,Yes,Master's,Low,2,8
Female,18,Engineering,99.73,82.71,76.83,74.81,58.64,8.38,58.44,98.40,B,29.60,No,Yes,High School,Low,1,7
Female,24,CS,72.86,83.97,66.88,89.71,66.71,0.71,97.85,53.93,F,16.70,No,Yes,N/A,Low,5,4
Male,23,CS,75.43,41.26,76.36,53.49,69.57,4.72,67.00,63.25,B,9.70,No,Yes,Master's,Medium,8,5
Male,20,CS,84.13,63.75,72.81,82.76,71.87,2.61,85.69,98.43,F,9.20,No,Yes,N/A,Medium,1,9
Female,21,CS,52.33,93.41,87.93,83.86,83.62,9.36,87.70,72.27,D,21.40,Yes,Yes,None,Medium,2,8
Male,22,Engineering,62.53,71.22,85.06,74.81,72.68,7.38,75.20,78.56,A,22.80,Yes,Yes,High School,Medium,9,8
Male,19,CS,67.69,60.86,86.29,84.35,89.81,5.66,56.44,54.05,F,27.50,No,Yes,Master's,Low,6,7
Male,18,CS,86.97,55.22,69.95,96.16,81.99,6.68,63.78,64.20,A,10.90,No,Yes,N/A,High,1,6
Female,23,CS,74.71,54.60,61.23,86.69,59.48,5.33,61.71,51.98,F,15.80,No,Yes,Master's,High,8,8
Male,20,Business,51.43,45.99,96.01,98.06,63.86,1.48,75.93,56.88,F,29.30,No,Yes,None,High,3,7
Male,19,Engineering,80.84,89.03,43.26,72.43,53.96,7.09,63.06,81.67,D,15.70,Yes,Yes,None,Medium,4,7
Male,18,CS,70.57,45.20,49.16,76.41,97.29,4.93,77.34,88.18,D,16.50,No,Yes,Bachelor's,High,10,7
Male,23,Business,96.09,57.54,65.18,63.19,94.33,6.34,64.41,93.50,A,12.20,Yes,Yes,Master's,Medium,5,5
Female,21,CS,75.43,42.74,76.84,99.28,54.24,0.45,50.05,62.57,F,26.80,No,Yes,None,Medium,9,6
Female,23,Mathematics,85.45,86.88,40.49,52.76,78.70,1.42,68.16,66.64,A,14.10,No,Yes,High School,Medium,5,7
Female,21,Engineering,75.43,42.36,83.16,67.93,98.02,5.89,80.34,78.47,F,20.90,No,Yes,None,Medium,6,5
Male,24,CS,88.05,58.50,73.52,64.88,87.36,4.59,88.68,54.18,A,9.60,Yes,Yes,N/A,Medium,7,5
Female,18,Engineering,86.05,74.40,69.08,69.33,74.59,2.27,51.42,90.34,A,20.40,No,Yes,N/A,Low,5,8
Male,23,Business,95.20,64.57,65.41,95.89,62.06,2.41,62.92,74.16,B,28.30,No,Yes,PhD,Low,5,6
Female,20,Engineering,51.69,56.94,71.17,68.40,63.95,6.32,99.27,98.28,C,24.40,No,Yes,High School,High,2,9
Male,23,Business,72.38,56.51,49.71,95.85,86.81,0.59,63.09,55.87,B,6.70,No,Yes,PhD,Low,2,6
Female,18,CS,83.96,87.87,46.52,71.17,89.03,4.34,88.86,56.66,B,20.80,No,Yes,Bachelor's,Low,6,7
Female,19,CS,54.76,98.44,57.38,92.74,76.43,5.23,75.47,67.43,C,19.00,No,No,Master's,Low,10,7
Female,19,CS,70.53,60.88,82.57,76.09,56.05,3.08,56.11,60.34,D,13.50,No,Yes,N/A,Low,6,7
Male,23,CS,97.11,42.35,75.30,74.81,96.69,8.21,82.17,84.83,B,26.10,No,Yes,N/A,Medium,10,9
Male,23,CS,75.43,42.19,68.81,72.47,92.24,0.57,98.32,97.34,F,24.80,No,Yes,None,Medium,6,5
Male,21,Mathematics,99.27,85.55,74.29,74.81,57.03,8.66,94.34,54.50,A,21.20,No,Yes,Bachelor's,Medium,3,6
Female,18,CS,52.84,73.14,73.56,74.81,52.84,7.23,84.51,62.11,C,23.60,No,Yes,Bachelor's,Low,9,5
Male,21,Engineering,85.89,87.02,58.42,64.48,76.79,4.46,75.61,61.89,A,9.80,No,Yes,High School,Low,7,6
Male,20,Engineering,79.05,81.85,45.85,59.32,64.21,9.24,65.97,75.45,F,28.00,No,Yes,High School,Medium,4,9
Male,24,Business,75.03,94.45,93.81,66.80,64.16,7.02,67.85,72.60,B,21.70,No,Yes,Master's,Low,9,4
Male,19,Mathematics,98.54,93.15,75.99,81.22,54.36,9.31,67.31,86.34,A,16.70,No,Yes,N/A,High,4,5
Male,22,Business,56.48,87.30,81.86,69.33,97.67,4.73,96.10,86.63,C,9.80,Yes,Yes,Master's,Medium,3,8
Male,22,Mathematics,94.80,68.51,67.84,85.62,91.51,4.53,60.57,78.64,B,22.10,No,Yes,PhD,Medium,1,5
Female,18,Business,84.56,58.49,85.39,99.35,55.69,5.31,68.90,79.55,D,7.40,Yes,Yes,High School,Low,4,8
Female,18,Mathematics,62.95,70.42,75.07,74.81,93.83,0.65,71.60,92.12,F,13.00,No,Yes,Master's,High,3,6
Male,22,Business,95.08,70.12,43.23,73.13,84.15,9.08,70.45,69.85,B,19.30,Yes,Yes,Bachelor's,Medium,3,5
Female,18,CS,71.46,76.62,93.41,58.21,66.27,6.68,50.21,50.62,C,21.20,Yes,Yes,N/A,Medium,6,7
Female,19,Engineering,75.43,51.17,58.33,74.81,93.56,6.18,63.55,60.65,B,5.40,No,Yes,High School,Medium,9,7
Male,20,Engineering,69.44,79.34,48.27,86.34,79.90,9.26,74.93,51.77,C,5.20,Yes,Yes,N/A,High,1,4
Male,20,CS,92.55,67.40,45.28,60.87,92.43,9.94,88.02,69.67,A,7.80,Yes,Yes,N/A,Low,9,8
Female,21,CS,81.83,77.21,83.23,59.10,73.46,1.63,78.47,67.89,C,24.20,No,Yes,Master's,Low,2,5
Male,19,Engineering,57.05,54.38,82.24,68.82,75.03,7.49,69.24,54.93,D,19.20,No,Yes,High School,Low,3,5
Female,24,Mathematics,82.48,66.06,82.01,90.93,64.55,5.80,83.26,87.75,C,20.20,No,Yes,PhD,Medium,9,7
Female,18,CS,59.57,52.61,94.95,74.81,69.38,4.61,83.29,77.65,F,20.10,Yes,Yes,None,Low,8,9
Female,18,Business,70.60,92.52,60.94,97.88,78.39,9.78,62.40,61.29,C,5.90,No,Yes,PhD,Medium,9,4
Male,24,Business,58.51,69.28,73.67,74.81,97.35,8.50,55.19,87.96,F,9.30,No,Yes,Master's,Medium,8,8
Female,21,Mathematics,75.43,53.50,77.17,57.56,80.01,6.97,90.16,83.40,C,23.20,Yes,Yes,Master's,Medium,6,8
Male,21,Mathematics,60.59,42.47,98.77,52.13,57.37,3.83,76.49,59.58,F,21.10,Yes,Yes,None,Medium,10,5
Male,18,Business,76.82,80.54,58.74,69.95,50.35,6.66,58.83,99.14,F,16.10,No,Yes,Master's,Medium,9,6
Male,18,Engineering,75.43,52.88,97.38,76.10,92.55,5.32,63.10,58.87,D,5.50,No,Yes,PhD,High,3,9
Male,24,CS,75.07,99.37,48.92,74.81,68.22,2.49,88.32,88.59,B,15.40,No,Yes,High School,Low,4,5
Male,19,Engineering,62.38,72.02,85.84,56.71,65.75,4.50,82.66,98.41,B,11.20,No,Yes,PhD,Medium,1,5
Female,24,Business,84.26,57.34,77.97,56.24,90.04,2.12,97.26,86.28,C,22.40,Yes,Yes,PhD,Medium,7,8
Male,21,Business,75.43,79.46,89.01,52.34,97.27,5.00,73.25,83.29,C,25.60,No,No,PhD,Low,2,6
Male,24,Business,67.90,56.51,41.72,92.54,87.40,7.20,52.61,95.17,F,17.60,No,Yes,N/A,Low,1,5
Male,24,CS,94.06,89.22,44.69,97.39,58.69,0.37,85.02,63.46,A,15.10,Yes,Yes,Master's,High,8,5
Male,24,Engineering,82.20,58.49,44.18,55.78,69.57,7.65,62.75,63.86,A,11.80,Yes,Yes,PhD,Medium,10,8
Male,19,CS,85.65,99.29,75.58,60.66,87.97,0.20,66.19,82.06,A,7.30,No,Yes,N/A,Low,9,6
Female,23,CS,63.87,76.31,76.18,74.81,95.35,5.17,59.83,94.11,B,14.30,No,Yes,Master's,High,4,5
Male,18,CS,50.03,90.66,94.37,93.88,99.93,5.73,65.45,80.87,F,22.00,Yes,Yes,High School,Medium,9,9
Male,22,CS,93.27,44.37,68.06,97.94,75.58,7.61,91.47,98.85,A,21.70,No,Yes,High School,Medium,3,7
Female,24,Business,75.43,60.90,44.08,63.09,91.13,7.61,78.84,61.15,B,15.30,Yes,Yes,PhD,Medium,8,6
Male,22,CS,56.16,84.25,52.57,65.18,52.33,4.17,55.46,91.29,C,29.10,Yes,Yes,N/A,Low,10,8
Female,23,CS,75.43,79.30,40.48,68.13,64.29,0.66,79.33,96.36,B,28.50,Yes,Yes,N/A,Low,5,7
Female,18,Mathematics,83.07,51.65,86.60,75.12,68.58,6.94,81.68,71.35,C,26.90,No,Yes,High School,Low,2,4
Female,21,CS,82.61,61.37,88.94,84.12,98.78,5.11,94.24,98.10,D,15.90,Yes,Yes,High School,Low,5,8
Female,22,CS,93.02,55.81,99.88,74.81,50.17,3.33,92.98,60.11,B,23.70,No,Yes,High School,High,6,4
Male,21,CS,57.01,76.80,64.73,74.81,65.40,2.35,53.14,97.64,D,28.20,No,No,Bachelor's,Low,5,9
Male,22,CS,71.50,60.67,41.16,54.99,96.52,1.20,93.33,95.14,D,23.40,No,Yes,PhD,Low,7,6
Female,21,CS,54.86,58.54,54.08,89.93,65.33,2.95,52.54,53.31,C,12.90,Yes,Yes,None,Medium,4,7
Female,24,CS,69.48,52.44,75.27,66.72,61.25,4.58,57.71,76.07,A,6.70,No,Yes,Master's,High,10,9
Male,22,Engineering,50.76,64.54,97.72,68.88,86.50,4.78,55.58,76.44,F,29.00,No,Yes,None,Low,10,5
Female,21,CS,94.91,51.73,46.21,74.81,87.27,5.83,59.08,52.85,A,29.80,No,Yes,N/A,High,7,6
Female,23,CS,75.43,97.75,47.29,96.47,73.61,3.62,90.16,51.98,F,22.30,Yes,Yes,Bachelor's,Low,9,8
Female,19,Business,75.43,49.27,82.11,85.81,97.35,9.20,84.31,50.25,F,12.90,No,Yes,High School,Low,2,6
Male,21,Engineering,53.00,94.80,80.03,88.79,60.14,4.96,84.35,76.23,F,26.60,No,No,None,Medium,9,6
Female,19,Mathematics,61.37,65.71,55.03,87.54,95.67,4.24,96.11,73.19,D,28.80,Yes,Yes,High School,Low,10,5
Male,19,Engineering,62.97,62.67,88.79,66.05,87.78,0.48,69.59,97.02,D,17.70,No,Yes,PhD,High,2,7
Male,18,CS,69.33,53.88,47.73,87.85,68.41,5.99,50.16,67.12,B,12.80,Yes,Yes,N/A,High,7,7
Male,24,Business,90.14,78.15,95.54,89.23,90.35,6.03,81.99,82.91,A,15.20,No,Yes,N/A,Medium,5,5
Female,23,CS,69.33,81.13,52.06,76.67,56.66,5.83,93.40,50.38,C,6.80,No,Yes,PhD,Low,4,6
Female,19,CS,60.23,68.05,44.88,74.81,56.55,8.88,98.81,83.18,A,19.10,No,Yes,N/A,Low,7,6
Male,20,Engineering,75.43,43.34,60.37,87.99,96.50,7.63,68.19,95.67,D,14.50,No,Yes,N/A,Medium,1,6
Male,24,Engineering,53.97,95.11,51.27,90.85,54.74,8.67,91.11,67.74,C,27.10,No,Yes,Bachelor's,Low,3,8
Male,19,Business,88.00,98.82,71.62,66.86,50.20,0.59,92.46,65.70,A,11.90,No,Yes,N/A,Medium,2,6
Female,21,Mathematics,72.24,65.86,81.21,90.08,69.45,3.18,57.22,81.30,D,5.20,Yes,Yes,PhD,Low,2,5
Female,19,CS,86.31,76.82,69.46,90.71,55.19,3.19,81.57,66.43,A,23.40,No,Yes,PhD,Medium,5,8
Male,21,Engineering,84.11,67.02,79.64,61.71,93.15,6.57,58.66,70.12,C,5.20,Yes,Yes,Master's,Low,10,8
Male,21,Engineering,56.77,59.31,61.90,85.85,96.13,4.49,72.33,63.66,D,18.60,No,Yes,High School,Low,2,8
Female,20,Mathematics,57.14,44.64,41.68,59.33,74.12,7.77,93.96,67.24,D,9.50,Yes,Yes,PhD,Medium,3,8
Male,19,Business,87.77,67.36,98.44,54.65,71.27,3.84,89.47,83.97,A,20.30,No,Yes,Master's,Medium,7,8
Female,19,Mathematics,86.06,89.10,89.16,78.73,76.95,2.22,78.52,96.12,A,9.90,No,Yes,None,Medium,2,8
Female,22,CS,68.90,41.02,44.41,95.43,61.31,2.91,90.44,79.16,F,17.50,No,Yes,Bachelor's,Low,4,5
Male,24,Business,53.87,74.93,66.95,51.77,64.90,1.82,57.64,50.50,D,13.40,No,Yes,PhD,Low,2,4
Male,22,CS,50.60,92.85,78.10,91.33,55.05,1.98,59.75,63.19,F,9.60,Yes,Yes,Master's,Low,8,5
Female,18,CS,64.41,53.05,51.44,75.32,72.32,2.17,60.44,97.61,B,20.20,Yes,Yes,PhD,Medium,6,6
Female,21,Mathematics,50.46,51.00,74.68,74.81,80.58,0.16,88.80,95.52,C,7.10,No,Yes,High School,Low,8,4
Female,20,CS,61.50,86.34,72.02,92.17,96.51,7.16,94.55,55.78,F,28.50,No,Yes,PhD,High,6,8
Female,22,Mathematics,70.98,55.31,52.50,93.76,86.95,4.00,78.14,95.42,A,24.50,No,Yes,PhD,High,1,7
Female,19,CS,56.07,51.52,48.47,88.44,86.15,0.23,97.90,98.23,F,27.90,No,Yes,High School,High,9,8
Male,18,Business,55.21,62.68,85.54,92.15,65.40,3.70,86.40,66.23,D,6.10,Yes,Yes,PhD,High,9,5
Female,20,CS,94.82,63.55,59.36,58.80,94.41,9.05,78.18,85.05,A,5.10,Yes,No,High School,Medium,5,6
Female,23,CS,79.27,92.45,54.64,65.19,97.35,5.11,80.58,78.00,C,13.90,No,Yes,Master's,High,10,6
Female,19,CS,96.72,77.11,84.27,62.12,96.61,9.87,92.48,66.85,B,20.40,No,Yes,N/A,Medium,7,7
Male,19,Engineering,67.29,64.36,84.16,87.12,51.94,5.40,54.51,57.67,B,11.10,No,Yes,Bachelor's,Low,3,8
Male,23,CS,83.86,72.06,56.58,57.68,80.22,9.63,58.40,68.35,B,18.70,Yes,Yes,N/A,Medium,2,9
Female,21,Engineering,60.23,97.24,92.35,59.11,82.16,2.02,63.31,96.39,F,20.20,No,No,None,Medium,8,4
Female,21,CS,80.92,46.79,81.30,93.95,64.75,2.90,94.74,90.56,D,8.80,No,Yes,None,Low,3,7
Male,22,CS,56.48,52.46,60.75,85.29,99.62,7.00,97.25,66.53,C,24.20,No,Yes,Bachelor's,Medium,2,5
Male,22,CS,50.10,97.75,65.65,93.77,64.56,9.87,67.81,77.38,D,28.40,No,Yes,N/A,High,7,6
Male,19,Engineering,96.58,97.44,83.60,56.97,60.83,8.25,96.19,70.30,A,21.00,No,Yes,PhD,Medium,9,8
Male,24,Business,77.74,50.63,52.70,69.95,74.21,5.54,77.34,73.31,A,28.70,No,No,Master's,Medium,6,9
Female,19,Business,96.35,48.71,68.13,64.16,66.16,0.85,73.66,88.06,A,11.20,Yes,Yes,High School,Medium,2,7
Male,22,CS,66.69,65.27,79.21,50.48,96.20,3.64,91.64,77.15,F,5.90,No,Yes,Master's,Medium,2,6
Female,23,Engineering,66.39,42.98,72.37,64.23,72.00,0.86,77.30,59.05,F,11.20,No,Yes,N/A,Low,1,5
Female,22,Business,75.43,79.29,76.50,68.98,70.51,3.11,72.72,63.45,A,21.20,No,Yes,N/A,Medium,9,8
Male,19,CS,85.30,44.65,72.77,74.81,81.29,2.59,50.80,78.39,A,19.90,No,Yes,PhD,Low,4,9
Male,20,Engineering,78.29,43.48,51.95,78.32,54.06,3.89,50.64,84.64,A,11.70,No,Yes,Bachelor's,Low,4,8
Male,19,Engineering,96.27,69.11,64.61,69.16,87.84,8.37,81.38,75.41,B,15.20,No,Yes,High School,High,10,7
Male,20,CS,75.43,97.47,71.92,52.32,88.42,1.50,53.67,81.01,B,14.20,Yes,Yes,PhD,Low,4,7
Female,20,CS,85.41,65.61,86.80,85.20,73.70,3.06,86.85,89.47,B,28.80,Yes,Yes,Bachelor's,High,1,8
Female,19,CS,66.52,61.39,79.23,74.81,97.78,2.61,81.12,77.27,C,12.90,No,Yes,PhD,High,10,9
Female,24,Engineering,59.01,99.88,65.60,74.81,78.97,2.96,72.89,98.86,D,9.80,No,No,None,Low,8,9
